H,V,C,x,y,Y,picture,R,G,B
2.5R,8,2,0.3236,0.3169,59.1,39.png,0.861259625169,0.768430665319,0.810462325463
2.5R,8,4,0.346,0.3177,59.1,40.png,0.938321739127,0.742512154168,0.783687562364
2.5R,9,2,0.321,0.3168,78.66,41.png,0.966411024555,0.875912350699,0.923400943886
5.0R,1,2,0.3908,0.2929,1.21,42.png,0.179965570315,0.0830991891053,0.113472491046
5.0R,1,4,0.442,0.2728,1.21,43.png,0.216921233642,0.0531683925208,0.112043837992
5.0R,1,6,0.4885,0.2515,1.21,44.png,0.25111784373,0.00574732997455,0.112437770664
5.0R,2,2,0.3692,0.3111,3.126,45.png,0.262795478018,0.168120451511,0.188535777472
5.0R,2,4,0.4184,0.3032,3.126,46.png,0.308319450052,0.142977184873,0.176924491224
5.0R,2,6,0.4642,0.2934,3.126,47.png,0.348081292528,0.110848783867,0.166759259341
5.0R,2,8,0.5143,0.28,3.126,48.png,0.39087891667,0.0502484564734,0.156346264444
5.0R,3,2,0.3645,0.319,6.555,49.png,0.364813554211,0.255455331799,0.27066076889
5.0R,3,4,0.4148,0.319,6.555,50.png,0.42115109188,0.228374042155,0.245756269673
5.0R,3,6,0.4592,0.3168,6.555,51.png,0.466142954088,0.19909246407,0.223515947588
5.0R,3,8,0.5064,0.3114,6.555,52.png,0.512248774918,0.157065798187,0.19999979741
5.0R,3,10,0.55,0.3024,6.555,53.png,0.556046289502,0.0916328290083,0.179549530518
5.0R,4,2,0.3508,0.32,12.0,54.png,0.46169633733,0.353802147575,0.370829612621
5.0R,4,4,0.3916,0.3223,12.0,55.png,0.521936911338,0.32867630891,0.342778078101
5.0R,4,6,0.4299,0.3226,12.0,56.png,0.572918694481,0.301485769581,0.316619685172
5.0R,4,8,0.469,0.3209,12.0,57.png,0.62189635545,0.268108285963,0.289892208637
5.0R,4,10,0.5043,0.3176,12.0,58.png,0.664774639136,0.230107836935,0.265400891301
5.0R,4,12,0.5385,0.3129,12.0,59.png,0.705852920057,0.180547446885,0.240775360979
5.0R,4,14,0.5734,0.3057,12.0,60.png,0.749201576287,0.0930795972155,0.215734063529
5.0R,5,2,0.3392,0.3192,19.77,61.png,0.557725001887,0.456631441345,0.478872646577
5.0R,5,4,0.374,0.322,19.77,62.png,0.623901847185,0.431606140001,0.448890853626
5.0R,5,6,0.4078,0.3238,19.77,63.png,0.680890385313,0.405004522953,0.419239445523
5.0R,5,8,0.4413,0.324,19.77,64.png,0.733577514858,0.374803006952,0.390108719105
5.0R,5,10,0.4747,0.3227,19.77,65.png,0.783747452799,0.339285747741,0.360851217287
5.0R,5,12,0.5071,0.3194,19.77,66.png,0.83212308537,0.295812945899,0.33301937721
5.0R,5,14,0.5341,0.3158,19.77,67.png,0.871810361396,0.249764332571,0.308691174322
5.0R,5,16,0.5637,0.3102,19.77,68.png,0.916398492729,0.175916257228,0.281973599721
5.0R,5,18,0.5918,0.3038,19.77,69.png,0.959455571832,0.00677347687979,0.255075796825
5.0R,6,2,0.3343,0.319,30.05,70.png,0.661977714903,0.558382073665,0.585114486502
5.0R,6,4,0.3628,0.3221,30.05,71.png,0.727628649103,0.535054413623,0.554764145877
5.0R,6,6,0.3921,0.3244,30.05,72.png,0.788283160608,0.509204730318,0.523571867546
5.0R,6,8,0.4187,0.3251,30.05,73.png,0.840168832185,0.482867160269,0.496228440507
5.0R,6,10,0.448,0.325,30.05,74.png,0.894089834185,0.450490540999,0.465659983255
5.0R,6,12,0.476,0.3234,30.05,75.png,0.94453471583,0.413975334564,0.437079769818
5.0R,6,14,0.502,0.3212,30.05,76.png,0.990062358047,0.374202058482,0.409593697906
5.0R,7,2,0.3306,0.319,43.06,77.png,0.766375236036,0.66139678171,0.692198943587
5.0R,7,4,0.3552,0.3222,43.06,78.png,0.833088907131,0.638757242894,0.660896956524
5.0R,7,6,0.3805,0.3244,43.06,79.png,0.895985632665,0.613571087079,0.629704591893
5.0R,7,8,0.4067,0.3256,43.06,80.png,0.956801806062,0.584970768431,0.59809169604
5.0R,8,2,0.3254,0.3186,59.1,81.png,0.864148172163,0.768099082746,0.804261388907
5.0R,8,4,0.351,0.3224,59.1,82.png,0.944373763679,0.741922841777,0.766190671521
5.0R,9,2,0.324,0.3188,78.66,83.png,0.97407405119,0.874300723853,0.914121359931
7.5R,1,2,0.402,0.3034,1.21,84.png,0.181019897987,0.0835064556346,0.105166021613
7.5R,1,4,0.466,0.2888,1.21,85.png,0.219612586243,0.0529490702681,0.0964316674972
7.5R,1,6,0.5235,0.2698,1.21,86.png,0.254901473365,0.00431665216338,0.090686917617
7.5R,2,2,0.3751,0.3181,3.126,87.png,0.263308803876,0.168689253715,0.181191929743
7.5R,2,4,0.4335,0.3169,3.126,88.png,0.30991541023,0.143863194035,0.160197854643
7.5R,2,6,0.4875,0.3123,3.126,89.png,0.349335977974,0.113171475395,0.140621493609
7.5R,2,8,0.5433,0.3027,3.126,90.png,0.389808862834,0.0603829903228,0.12079418785
7.5R,3,2,0.369,0.3248,6.555,91.png,0.365171476163,0.256140204773,0.262664655326
7.5R,3,4,0.424,0.3302,6.555,92.png,0.420472760707,0.23054028259,0.229061354393
7.5R,3,6,0.4738,0.3316,6.555,93.png,0.465599146151,0.202243634803,0.198066260878
7.5R,3,8,0.5251,0.3297,6.555,94.png,0.509729939508,0.164116836987,0.163925771228
7.5R,3,10,0.573,0.324,6.555,95.png,0.551189629525,0.109152596221,0.128918755044
7.5R,4,2,0.3538,0.3236,12.0,96.png,0.462611904297,0.354102859192,0.364408752848
7.5R,4,4,0.399,0.33,12.0,97.png,0.523644914404,0.329324069764,0.327796408874
7.5R,4,6,0.4415,0.334,12.0,98.png,0.574284637278,0.303041086147,0.292565167256
7.5R,4,8,0.485,0.3359,12.0,99.png,0.622235338914,0.271413774065,0.254756908831
7.5R,4,10,0.5235,0.3351,12.0,100.png,0.663526571835,0.23629538339,0.219426947131
7.5R,4,12,0.5603,0.3321,12.0,101.png,0.702972376939,0.191604076354,0.182433107196
7.5R,4,14,0.5959,0.3269,12.0,102.png,0.742083520661,0.12489224521,0.141252655683
7.5R,5,2,0.3425,0.3229,19.77,103.png,0.559688496049,0.456748069207,0.470669197184
7.5R,5,4,0.3806,0.3294,19.77,104.png,0.62585345357,0.432433050969,0.431944049285
7.5R,5,6,0.418,0.3348,19.77,105.png,0.68229684009,0.406892418934,0.392554846314
7.5R,5,8,0.4563,0.3387,19.77,106.png,0.73505789434,0.377668195332,0.350842795153
7.5R,5,10,0.4927,0.3399,19.77,107.png,0.78349120295,0.34447668699,0.310504242833
7.5R,5,12,0.528,0.3389,19.77,108.png,0.829773954749,0.304792069791,0.269182001003
7.5R,5,14,0.559,0.337,19.77,109.png,0.869490586851,0.261591864682,0.227764268432
7.5R,5,16,0.5901,0.3331,19.77,110.png,0.910492409774,0.200932648138,0.180523043208
7.5R,5,18,0.6161,0.3277,19.77,111.png,0.947022686955,0.112779569631,0.134378500217
7.5R,6,2,0.3381,0.3228,30.05,112.png,0.665659462111,0.558110764072,0.574777385392
7.5R,6,4,0.3692,0.3291,30.05,113.png,0.730841735841,0.535595570604,0.535773216023
7.5R,6,6,0.4,0.334,30.05,114.png,0.788773888161,0.511585622754,0.497467897651
7.5R,6,8,0.4318,0.3383,30.05,115.png,0.842944408756,0.485122711572,0.456439614949
7.5R,6,10,0.4655,0.3412,30.05,116.png,0.897130913448,0.453528147736,0.412062282304
7.5R,6,12,0.4961,0.3428,30.05,117.png,0.94382709413,0.42115473298,0.369035842171
7.5R,6,14,0.5265,0.3431,30.05,118.png,0.989134513358,0.38355031878,0.322915030915
7.5R,7,2,0.3335,0.322,43.06,119.png,0.769626986473,0.661215827778,0.682845341182
7.5R,7,4,0.3611,0.3282,43.06,120.png,0.837924469965,0.638704495323,0.641712271076
7.5R,7,6,0.3888,0.3336,43.06,121.png,0.899144819122,0.615008810724,0.600261223577
7.5R,7,8,0.4196,0.3382,43.06,122.png,0.961935274133,0.586390608664,0.554372997403
7.5R,8,2,0.3277,0.3211,59.1,123.png,0.867051377107,0.768019309018,0.795528838931
7.5R,8,4,0.3564,0.3279,59.1,124.png,0.94974475184,0.741789108742,0.746225288361
7.5R,9,2,0.3263,0.321,78.66,125.png,0.978167779001,0.873848775897,0.905136250541
10.0R,1,2,0.4128,0.3154,1.21,126.png,0.181109242918,0.0845174075103,0.0961479962327
10.0R,1,4,0.4933,0.3068,1.21,127.png,0.222394616865,0.0526007479979,0.0780584829365
10.0R,1,6,0.5584,0.2921,1.21,128.png,0.255902684593,0.00700666536953,0.064473307852
10.0R,2,2,0.3811,0.3274,3.126,129.png,0.262409874664,0.170083829364,0.172102689948
10.0R,2,4,0.4481,0.333,3.126,130.png,0.309472127767,0.14614607521,0.141381588689
10.0R,2,6,0.5095,0.3331,3.126,131.png,0.34839662634,0.117314896916,0.11149047335
10.0R,2,8,0.5713,0.3259,3.126,132.png,0.38799684945,0.0697503486578,0.079241335718
10.0R,3,2,0.3728,0.3314,6.555,133.png,0.364002912715,0.257526069215,0.254211545463
10.0R,3,4,0.4308,0.3412,6.555,134.png,0.417683166508,0.233683471759,0.213705751044
10.0R,3,6,0.4854,0.3467,6.555,135.png,0.462323994671,0.207088430649,0.172950399427
10.0R,3,8,0.5393,0.3477,6.555,136.png,0.504351320965,0.173099874248,0.127374824718
10.0R,3,10,0.5871,0.344,6.555,137.png,0.542225699512,0.12891073246,0.0763514390489
10.0R,3,12,0.6322,0.3361,6.555,138.png,0.58001438423,0.0479165989055,0.000393190158405
10.0R,4,2,0.3582,0.3294,12.0,139.png,0.463339252334,0.354836470884,0.354335287063
10.0R,4,4,0.4078,0.3412,12.0,140.png,0.52335505875,0.33146575205,0.307126205088
10.0R,4,6,0.4535,0.35,12.0,141.png,0.571064489941,0.307959053523,0.261001564589
10.0R,4,8,0.4995,0.3557,12.0,142.png,0.615767700986,0.280278992361,0.210711200654
10.0R,4,10,0.5418,0.358,12.0,143.png,0.655576805302,0.249131134479,0.156519700127
10.0R,4,12,0.5801,0.3588,12.0,144.png,0.690134092762,0.214976776233,0.0855597063093
10.0R,5,2,0.3465,0.3278,19.77,145.png,0.561429527465,0.457171303742,0.460086311683
10.0R,5,4,0.3879,0.3398,19.77,146.png,0.624958370541,0.435028226488,0.409602499927
10.0R,5,6,0.4299,0.3499,19.77,147.png,0.680855616207,0.410935456379,0.357012297849
10.0R,5,8,0.4713,0.3575,19.77,148.png,0.731056484873,0.384477574772,0.302049162304
10.0R,5,10,0.5113,0.363,19.77,149.png,0.776258618043,0.355650105278,0.241506445828
10.0R,5,12,0.5481,0.366,19.77,150.png,0.816621851572,0.324415032571,0.172616702012
10.0R,5,14,0.5771,0.3664,19.77,151.png,0.848859746939,0.294214003201,0.0948167491349
10.0R,6,2,0.3417,0.3268,30.05,152.png,0.668390916799,0.558181165066,0.564243946979
10.0R,6,4,0.3768,0.3381,30.05,153.png,0.733373438221,0.536815259521,0.511866361329
10.0R,6,6,0.4103,0.3473,30.05,154.png,0.788154580949,0.515232813106,0.461550541424
10.0R,6,8,0.4449,0.355,30.05,155.png,0.840090596876,0.491017358282,0.40823023211
10.0R,6,10,0.4812,0.3619,30.05,156.png,0.89008078764,0.463681111484,0.346924212939
10.0R,6,12,0.515,0.3667,30.05,157.png,0.934471639016,0.43508551386,0.282072654648
10.0R,6,14,0.5468,0.3697,30.05,158.png,0.975204319055,0.404249859309,0.206583127891
10.0R,7,2,0.336,0.3253,43.06,159.png,0.771003762129,0.661718047268,0.673241814655
10.0R,7,4,0.3671,0.336,43.06,160.png,0.839484695518,0.640345619299,0.618477849664
10.0R,7,6,0.3984,0.3452,43.06,161.png,0.900835422432,0.617607859446,0.563784636996
10.0R,7,8,0.4308,0.3533,43.06,162.png,0.958593565573,0.592543114854,0.505896799951
10.0R,8,2,0.3301,0.3237,59.1,163.png,0.870038804327,0.767928454559,0.786449300065
10.0R,8,4,0.3621,0.3349,59.1,164.png,0.952652703634,0.74298566346,0.722170613319
10.0R,9,2,0.3284,0.3233,78.66,165.png,0.981116316396,0.873776036237,0.896125732478
2.5YR,1,2,0.4258,0.3344,1.21,166.png,0.179244277846,0.087049302343,0.0828273421934
2.5YR,1,4,0.5311,0.3371,1.21,167.png,0.223254323623,0.0552290461113,0.0460979294102
2.5YR,1,6,0.6048,0.327,1.21,168.png,0.254422186145,0.0144505173448,0.0186770175056
2.5YR,2,2,0.3852,0.3365,3.126,169.png,0.260111911042,0.171992229637,0.163872489867
2.5YR,2,4,0.4598,0.3508,3.126,170.png,0.30612675122,0.150141448331,0.121797392101
2.5YR,2,6,0.528,0.3581,3.126,171.png,0.34298156206,0.125221611922,0.0760521688699
2.5YR,2,8,0.5995,0.359,3.126,172.png,0.380045057079,0.0876312066221,0.00452440329994
2.5YR,3,2,0.3757,0.3391,6.555,173.png,0.360903693202,0.259781503037,0.245125122955
2.5YR,3,4,0.436,0.3563,6.555,174.png,0.41018933206,0.239638872815,0.194725637474
2.5YR,3,6,0.4954,0.3692,6.555,175.png,0.452012437987,0.217247856361,0.13787116288
2.5YR,3,8,0.5475,0.3771,6.555,176.png,0.485774498056,0.194087371329,0.0682527109424
2.5YR,4,2,0.3624,0.3367,12.0,177.png,0.462096386415,0.356513767885,0.342490290464
2.5YR,4,4,0.4141,0.3539,12.0,178.png,0.518260670171,0.335945105522,0.28598687237
2.5YR,4,6,0.4612,0.3674,12.0,179.png,0.561810384314,0.316103659957,0.229588752566
2.5YR,4,8,0.5071,0.3777,12.0,180.png,0.600718908657,0.294434619555,0.164813687992
2.5YR,4,10,0.5475,0.3856,12.0,181.png,0.632095052876,0.273676823636,0.0785995702961
2.5YR,5,2,0.3506,0.3337,19.77,182.png,0.561973555588,0.458181143928,0.447886279259
2.5YR,5,4,0.3925,0.3494,19.77,183.png,0.620479476459,0.438830017364,0.390641602249
2.5YR,5,6,0.4365,0.364,19.77,184.png,0.672885690349,0.417734657978,0.327143772176
2.5YR,5,8,0.4795,0.3758,19.77,185.png,0.719048557181,0.39529636964,0.258107062408
2.5YR,5,10,0.5175,0.3844,19.77,186.png,0.756966081963,0.373523717219,0.182186797408
2.5YR,5,12,0.5482,0.3909,19.77,187.png,0.785300970048,0.355010901238,0.0836378023847
2.5YR,6,2,0.3453,0.3321,30.05,188.png,0.668947856141,0.559275595892,0.551309967229
2.5YR,6,4,0.3806,0.3467,30.05,189.png,0.728224718015,0.540894426024,0.492214909695
2.5YR,6,6,0.418,0.36,30.05,190.png,0.783578567596,0.520291409705,0.42886413864
2.5YR,6,8,0.4533,0.3708,30.05,191.png,0.830858270599,0.499587797844,0.36530390205
2.5YR,6,10,0.4891,0.3806,30.05,192.png,0.874653540359,0.477486675205,0.2911827349
2.5YR,6,12,0.5215,0.3887,30.05,193.png,0.911299502892,0.456460274313,0.204533674212
2.5YR,6,14,0.5488,0.3947,30.05,194.png,0.940819668226,0.43743932493,0.0818873020515
2.5YR,7,2,0.3392,0.3298,43.06,195.png,0.772201369077,0.662593950967,0.660380867371
2.5YR,7,4,0.3715,0.3439,43.06,196.png,0.836636226475,0.643590389386,0.596717458077
2.5YR,7,6,0.4053,0.357,43.06,197.png,0.895899656129,0.622925192289,0.529565349487
2.5YR,7,8,0.4371,0.3679,43.06,198.png,0.946296623159,0.602530356376,0.463615279046
2.5YR,7,10,0.4671,0.3768,43.06,199.png,0.990688177434,0.581991498757,0.396525391526
2.5YR,8,2,0.3334,0.3276,59.1,200.png,0.873343504215,0.768135196002,0.773180028231
2.5YR,8,4,0.3667,0.3429,59.1,201.png,0.950036370962,0.746447756742,0.696968362402
2.5YR,9,2,0.332,0.3273,78.66,202.png,0.985908584605,0.873718527473,0.880540280646
5.0YR,1,2,0.4377,0.358,1.21,203.png,0.17520311148,0.0907729826255,0.0671080125189
5.0YR,1,4,0.566,0.3795,1.21,204.png,0.218063463363,0.0637113975516,0.00482577728696
5.0YR,2,2,0.388,0.3476,3.126,205.png,0.255647787,0.174901229646,0.154686192352
5.0YR,2,4,0.4674,0.3738,3.126,206.png,0.297470570865,0.157268650774,0.0987971393388
5.0YR,2,6,0.5426,0.3925,3.126,207.png,0.330772672607,0.138082420715,0.0192957738189
5.0YR,3,2,0.3771,0.3476,6.555,208.png,0.355520973789,0.262941368092,0.236035725869
5.0YR,3,4,0.4376,0.3715,6.555,209.png,0.3997008133,0.246648728805,0.177536760538
5.0YR,3,6,0.4966,0.3908,6.555,210.png,0.436305673278,0.229458802644,0.107525414878
5.0YR,3,8,0.5456,0.404,6.555,211.png,0.463778368116,0.213673827871,0.00261350160475
5.0YR,4,2,0.3651,0.3442,12.0,212.png,0.458341744594,0.359081348873,0.331354578819
5.0YR,4,4,0.4187,0.3679,12.0,213.png,0.509983512943,0.341790279257,0.26408996776
5.0YR,4,6,0.4651,0.3859,12.0,214.png,0.547929523024,0.326200686409,0.198210787687
5.0YR,4,8,0.507,0.3994,12.0,215.png,0.579507777951,0.310744265349,0.121717599786
5.0YR,5,2,0.353,0.3395,19.77,216.png,0.559173296133,0.460288915231,0.437127611971
5.0YR,5,4,0.3968,0.3614,19.77,217.png,0.61269440887,0.444252122698,0.368060840597
5.0YR,5,6,0.442,0.3808,19.77,218.png,0.660555670099,0.426662409981,0.29273179854
5.0YR,5,8,0.483,0.396,19.77,219.png,0.699583207179,0.409630089662,0.211953012922
5.0YR,5,10,0.5161,0.4064,19.77,220.png,0.729331470993,0.394654921667,0.120498726604
5.0YR,6,2,0.3474,0.3373,30.05,221.png,0.665915251808,0.561517221033,0.539900524876
5.0YR,6,4,0.384,0.3564,30.05,222.png,0.720777390907,0.545946460658,0.470903273902
5.0YR,6,6,0.4229,0.375,30.05,223.png,0.770798756943,0.529183658295,0.394076177692
5.0YR,6,8,0.4592,0.39,30.05,224.png,0.813362718687,0.512385142077,0.31563808735
5.0YR,6,10,0.4921,0.4022,30.05,225.png,0.848958081698,0.496397421641,0.228394243656
5.0YR,6,12,0.5199,0.4119,30.05,226.png,0.876858803091,0.482554545424,0.11446190081
5.0YR,7,2,0.3421,0.3349,43.06,227.png,0.771359017079,0.664266422836,0.646566534944
5.0YR,7,4,0.375,0.353,43.06,228.png,0.829486281225,0.64862434198,0.573368776687
5.0YR,7,6,0.4091,0.3701,43.06,229.png,0.882092323789,0.632020462444,0.495835104604
5.0YR,7,8,0.4402,0.3842,43.06,230.png,0.925464459659,0.616269267071,0.42046214481
5.0YR,7,10,0.4711,0.3972,43.06,231.png,0.964859271245,0.600228615088,0.334533537258
5.0YR,8,2,0.3373,0.333,59.1,232.png,0.875441979604,0.769159220311,0.755592544024
5.0YR,8,4,0.369,0.351,59.1,233.png,0.940457264014,0.752342418991,0.674381611743
5.0YR,8,6,0.3988,0.3663,59.1,234.png,0.99455954772,0.735949732426,0.597703782875
5.0YR,9,2,0.3353,0.3325,78.66,235.png,0.986478319085,0.875377128941,0.862054799712
7.5YR,1,2,0.443,0.3775,1.21,236.png,0.170118389055,0.0944166990932,0.055032494739
7.5YR,2,2,0.3889,0.359,3.126,237.png,0.249660416114,0.178286845361,0.146049579923
7.5YR,2,4,0.469,0.3964,3.126,238.png,0.286024850427,0.165060012269,0.0776907635061
7.5YR,3,2,0.3771,0.3549,6.555,239.png,0.349636054675,0.266024164273,0.228883815537
7.5YR,3,4,0.4378,0.3865,6.555,240.png,0.388565351207,0.25341530086,0.161135538849
7.5YR,3,6,0.493,0.4116,6.555,241.png,0.418347650304,0.241443141611,0.0789439775419
7.5YR,4,2,0.3662,0.3504,12.0,242.png,0.453566016099,0.361737832576,0.322896978802
7.5YR,4,4,0.4208,0.3809,12.0,243.png,0.499949065594,0.34790969331,0.245104510138
7.5YR,4,6,0.4655,0.4029,12.0,244.png,0.532420346689,0.336076922398,0.170601167898
7.5YR,4,8,0.5038,0.4204,12.0,245.png,0.557114910947,0.325783136052,0.073574649109
7.5YR,5,2,0.354,0.3445,19.77,246.png,0.554653693931,0.462778548794,0.428690037474
7.5YR,5,4,0.3991,0.3714,19.77,247.png,0.604337726592,0.449299710998,0.350250925666
7.5YR,5,6,0.444,0.3954,19.77,248.png,0.646443528472,0.435450196917,0.264585040641
7.5YR,5,8,0.482,0.4141,19.77,249.png,0.67784211609,0.423508393443,0.171534424686
7.5YR,5,10,0.5108,0.4276,19.77,250.png,0.699459464237,0.414427407683,0.0378265805197
7.5YR,6,2,0.3487,0.3421,30.05,251.png,0.661600738209,0.564042010859,0.529973798599
7.5YR,6,4,0.386,0.3652,30.05,252.png,0.711994867493,0.551112392131,0.452623248797
7.5YR,6,6,0.4242,0.3876,30.05,253.png,0.755464660364,0.538168815157,0.367536004661
7.5YR,6,8,0.4596,0.4064,30.05,254.png,0.791754098375,0.525616049114,0.276986716962
7.5YR,6,10,0.4904,0.422,30.05,255.png,0.820185724534,0.514720768155,0.168339585859
7.5YR,7,2,0.3437,0.3397,43.06,256.png,0.767261969805,0.666872648352,0.634745738084
7.5YR,7,4,0.3772,0.3613,43.06,257.png,0.820694671278,0.653871457929,0.553192196703
7.5YR,7,6,0.4107,0.382,43.06,258.png,0.866006150483,0.641273333459,0.467210830683
7.5YR,7,8,0.4415,0.3996,43.06,259.png,0.903534657301,0.62933864806,0.380552217089
7.5YR,7,10,0.4704,0.4151,43.06,260.png,0.935817517635,0.617915482625,0.282525663051
7.5YR,7,12,0.497,0.4282,43.06,261.png,0.964060508756,0.606848417725,0.149545128746
7.5YR,8,2,0.3395,0.3379,59.1,262.png,0.872690138991,0.771524225139,0.74119644
7.5YR,8,4,0.3699,0.3586,59.1,263.png,0.92799939328,0.758905957727,0.654840700308
7.5YR,8,6,0.4,0.377,59.1,264.png,0.977351397792,0.745508093094,0.569291441398
7.5YR,9,2,0.338,0.3377,78.66,265.png,0.984689107736,0.877718702612,0.844396200312
10.0YR,1,2,0.4446,0.3982,1.21,266.png,0.163296470626,0.0985915349385,0.0429738350788
10.0YR,2,2,0.3872,0.3688,3.126,267.png,0.242668940548,0.181736557186,0.139637646307
10.0YR,2,4,0.4676,0.4168,3.126,268.png,0.27456820161,0.171912088136,0.0584612924317
10.0YR,3,2,0.3747,0.363,6.555,269.png,0.34044892499,0.270256713359,0.222240356063
10.0YR,3,4,0.4341,0.4018,6.555,270.png,0.374025045111,0.261145527985,0.146754140584
10.0YR,3,6,0.4872,0.4326,6.555,271.png,0.399344188212,0.252630693457,0.0459902666932
10.0YR,4,2,0.366,0.359,12.0,272.png,0.444424465487,0.366162541529,0.31233536179
10.0YR,4,4,0.4189,0.3948,12.0,273.png,0.48443066084,0.355982334381,0.227880078492
10.0YR,4,6,0.4618,0.4213,12.0,274.png,0.511865851284,0.347556810938,0.143015152203
10.0YR,4,8,0.4965,0.4414,12.0,275.png,0.53166914892,0.340669262301,0.0114125105573
10.0YR,5,2,0.3546,0.3514,19.77,276.png,0.546974586003,0.46659496114,0.417704207198
10.0YR,5,4,0.3995,0.384,19.77,277.png,0.590041418512,0.456771271201,0.329929962574
10.0YR,5,6,0.4428,0.4128,19.77,278.png,0.625268645667,0.447026295434,0.233664988055
10.0YR,5,8,0.477,0.4338,19.77,279.png,0.650183593988,0.439058239412,0.127058453377
10.0YR,6,2,0.3491,0.3483,30.05,280.png,0.652991297787,0.568205518203,0.518356972017
10.0YR,6,4,0.3861,0.3767,30.05,281.png,0.695655988839,0.559318478167,0.431282838863
10.0YR,6,6,0.424,0.403,30.05,282.png,0.734234122698,0.549455483149,0.336552857057
10.0YR,6,8,0.457,0.4249,30.05,283.png,0.763496982815,0.541021694281,0.234753417611
10.0YR,6,10,0.4843,0.4416,30.05,284.png,0.786314864243,0.533593982102,0.102101192503
10.0YR,7,2,0.3443,0.3454,43.06,285.png,0.758689497188,0.671073196453,0.622103069917
10.0YR,7,4,0.3778,0.3719,43.06,286.png,0.804289656055,0.662114639024,0.52998151499
10.0YR,7,6,0.4102,0.396,43.06,287.png,0.842535188003,0.65326633201,0.436302854119
10.0YR,7,8,0.4399,0.4164,43.06,288.png,0.874631847403,0.644619725187,0.339889776782
10.0YR,7,10,0.4667,0.4335,43.06,289.png,0.90177274801,0.636380393261,0.22869985252
