H,V,C,x,y,Y,picture,R,G,B
2.5R,5,12,0.482,0.263,12.7,29.png,0.733799440025,0.14201070196,0.376841311652
2.5R,5,14,0.508,0.259,11.9,30.png,0.748423887361,0.0195924816216,0.352340538152
2.5R,6,0,0.31,0.316,30.0,31.png,0.597405021307,0.576969471885,0.610126560208
2.5R,6,2,0.337,0.312,28.1,32.png,0.660664764839,0.533274567448,0.57823041907
2.5R,6,4,0.363,0.307,25.9,33.png,0.70522711139,0.485276918688,0.545399983447
2.5R,6,6,0.39,0.302,24.0,34.png,0.744115879381,0.436697535032,0.513785454976
2.5R,6,8,0.416,0.293,22.6,35.png,0.786079920167,0.384631974207,0.494537656077
2.5R,6,10,0.441,0.286,21.3,36.png,0.818428318629,0.331400654535,0.472830117011
2.5R,6,12,0.465,0.278,20.2,37.png,0.84958138012,0.270087123365,0.455327037208
2.5R,6,14,0.49,0.269,19.0,38.png,0.878021863986,0.183283416252,0.437194215499
2.5R,6,16,0.513,0.262,18.0,39.png,0.900476889192,0.0332986864122,0.418631325661
2.5R,7,0,0.31,0.316,43.0,40.png,0.702987357365,0.679244609231,0.717767693719
2.5R,7,2,0.333,0.313,40.3,41.png,0.762785939026,0.633810590919,0.682476951534
2.5R,7,4,0.357,0.309,37.8,42.png,0.815508993782,0.586372701796,0.649248640185
2.5R,7,6,0.382,0.303,35.3,43.png,0.863216830297,0.533323452961,0.618587500481
2.5R,7,8,0.407,0.298,33.1,44.png,0.902712824909,0.480548674754,0.587367882049
2.5R,7,10,0.431,0.293,31.4,45.png,0.938923911546,0.428532432064,0.560443350061
2.5R,7,12,0.456,0.287,29.7,46.png,0.97317031581,0.367053545927,0.533939253276
2.5R,7,14,0.479,0.282,28.2,47.png,0.999820452778,0.303115417026,0.508269561069
2.5R,8,0,0.31,0.316,59.1,48.png,0.810389369268,0.783282423969,0.82726398575
2.5R,8,2,0.33,0.313,55.7,49.png,0.870381362875,0.736801958614,0.792142253217
2.5R,8,4,0.353,0.31,52.3,50.png,0.927284725411,0.685498765288,0.753147930915
2.5R,8,6,0.375,0.306,49.6,51.png,0.97747105108,0.636573550231,0.721499546277
2.5R,9,0,0.31,0.316,78.6,52.png,0.919562058958,0.889035452832,0.938565482813
2.5R,9,2,0.328,0.314,74.9,53.png,0.981434156619,0.844682011221,0.903026367855
5.0R,1,2,0.381,0.301,0.99,54.png,0.152457537912,0.0773728948628,0.098121041898
5.0R,1,4,0.45,0.284,0.84,55.png,0.176674223287,0.041163928092,0.0811611658007
5.0R,1,6,0.512,0.265,0.73,56.png,0.194515009089,0.00365330356679,0.0683166795679
5.0R,2,2,0.366,0.309,2.69,57.png,0.242163099527,0.154949185439,0.176292139362
5.0R,2,4,0.42,0.297,2.35,58.png,0.272613834175,0.116694512725,0.154796176436
5.0R,2,6,0.471,0.284,2.1,59.png,0.296561478227,0.0735703274568,0.137242197044
5.0R,2,8,0.519,0.27,1.89,60.png,0.315811999496,0.01118145896,0.121985602902
5.0R,3,2,0.354,0.312,5.85,61.png,0.338804653996,0.242751833962,0.267019477792
5.0R,3,4,0.399,0.305,5.24,62.png,0.375340230379,0.202802664792,0.239782243762
5.0R,3,6,0.443,0.296,4.71,63.png,0.403484323473,0.159158742061,0.215720416157
5.0R,3,8,0.484,0.285,4.31,64.png,0.428233952917,0.108414602271,0.197103418373
5.0R,3,10,0.525,0.274,3.97,65.png,0.450384388398,0.0255305113022,0.178950991816
5.0R,4,2,0.346,0.313,10.9,66.png,0.441335651309,0.33652805233,0.365556663567
5.0R,4,4,0.384,0.309,9.9,67.png,0.481667487076,0.294578451197,0.332942463044
5.0R,4,6,0.422,0.303,9.1,68.png,0.516514511224,0.251125009697,0.305108343519
5.0R,4,8,0.459,0.295,8.4,69.png,0.546362549079,0.202346471404,0.281006064035
5.0R,4,10,0.495,0.287,7.8,70.png,0.571705400724,0.144760546258,0.25816374916
5.0R,4,12,0.529,0.278,7.2,71.png,0.591210822833,0.054842399738,0.23687249
5.0R,5,2,0.341,0.315,18.3,72.png,0.547843375918,0.4361419835,0.467215775981
5.0R,5,4,0.374,0.312,16.9,73.png,0.594271333865,0.392665218019,0.432228650641
5.0R,5,6,0.407,0.308,15.6,74.png,0.631252140597,0.347303790372,0.399097651068
5.0R,5,8,0.441,0.302,14.5,75.png,0.666489684529,0.297400637468,0.369743292727
5.0R,5,10,0.473,0.296,13.5,76.png,0.693672874944,0.244207678696,0.342090259177
5.0R,5,12,0.505,0.29,12.7,77.png,0.719789436018,0.181658792059,0.315792680935
5.0R,5,14,0.534,0.283,12.0,78.png,0.742307916021,0.0927010916848,0.293687926943
5.0R,6,2,0.338,0.316,28.1,79.png,0.656594536771,0.535767009286,0.56998673541
5.0R,6,4,0.368,0.315,26.1,80.png,0.705551721994,0.490167148318,0.528493347243
5.0R,6,6,0.398,0.313,24.4,81.png,0.747108371431,0.444767180392,0.490814969179
5.0R,6,8,0.427,0.31,22.9,82.png,0.781711627475,0.398761038459,0.456795554012
5.0R,6,10,0.457,0.306,21.5,83.png,0.813530235871,0.34766853743,0.423630997671
5.0R,6,12,0.485,0.302,20.3,84.png,0.839540148361,0.295145246376,0.393099306918
5.0R,6,14,0.511,0.298,19.3,85.png,0.861902980156,0.238797021001,0.365268519772
5.0R,6,16,0.541,0.292,18.2,86.png,0.886548895829,0.147348595981,0.334815533572
5.0R,7,2,0.334,0.316,40.6,87.png,0.762566387639,0.637794685472,0.677339721194
5.0R,7,4,0.361,0.315,38.1,88.png,0.817492445913,0.59077416333,0.63490641216
5.0R,7,6,0.389,0.315,35.6,89.png,0.860035299161,0.542694956444,0.588649182498
5.0R,7,8,0.418,0.313,33.6,90.png,0.903134714666,0.492860149548,0.548467715255
5.0R,7,10,0.443,0.312,31.9,91.png,0.932146202627,0.44910885272,0.511592014075
5.0R,7,12,0.47,0.31,30.1,92.png,0.959188148157,0.397781111541,0.472893327135
5.0R,7,14,0.499,0.306,28.5,93.png,0.990011690589,0.335104221205,0.436264178196
5.0R,8,2,0.332,0.316,56.3,94.png,0.874924192267,0.741248093917,0.786369223472
5.0R,8,4,0.355,0.316,53.2,95.png,0.927442613928,0.695665672147,0.742047931934
5.0R,8,6,0.38,0.316,50.1,96.png,0.97401779967,0.646890895851,0.694928892298
5.0R,9,2,0.33,0.317,74.9,97.png,0.981992258519,0.845653586472,0.892286911037
7.5R,1,2,0.387,0.311,1.0,98.png,0.152182841032,0.0792925717488,0.0926323877141
7.5R,1,4,0.465,0.3,0.84,99.png,0.175579196911,0.0439653868464,0.0698746418021
7.5R,1,6,0.526,0.284,0.73,100.png,0.190283382376,0.0102853590592,0.0552621925607
7.5R,2,2,0.369,0.316,2.74,101.png,0.242557097956,0.158150693864,0.17208097329
7.5R,2,4,0.43,0.311,2.37,102.png,0.271511166336,0.120620536302,0.142149671313
7.5R,2,6,0.488,0.302,2.11,103.png,0.294899713543,0.079677868599,0.118311158994
7.5R,2,8,0.543,0.292,1.89,104.png,0.312375729413,0.0238069919836,0.0958485432128
7.5R,3,2,0.356,0.318,5.91,105.png,0.337762672479,0.245949349895,0.261658855178
7.5R,3,4,0.405,0.316,5.28,106.png,0.373250524328,0.207255392232,0.227344114111
7.5R,3,6,0.456,0.312,4.75,107.png,0.402099665105,0.16529356733,0.194809919266
7.5R,3,8,0.502,0.305,4.34,108.png,0.425009601801,0.119602983609,0.168611544611
7.5R,3,10,0.546,0.298,4.0,109.png,0.443687771389,0.0599546551873,0.143078821862
7.5R,4,2,0.348,0.319,11.0,110.png,0.439847507947,0.340357566128,0.358499010053
7.5R,4,4,0.389,0.319,10.1,111.png,0.48201282952,0.301451879494,0.32082583605
7.5R,4,6,0.432,0.317,9.2,112.png,0.515374388074,0.257958266913,0.283240106777
7.5R,4,8,0.473,0.313,8.4,113.png,0.540635961544,0.211974495583,0.249408006236
7.5R,4,10,0.514,0.308,7.8,114.png,0.565217943591,0.160332226439,0.217979476543
7.5R,4,12,0.554,0.301,7.3,115.png,0.588820537799,0.0876543232432,0.188938624042
7.5R,5,2,0.342,0.32,18.5,116.png,0.545807309527,0.44115898952,0.461137737791
7.5R,5,4,0.378,0.322,17.2,117.png,0.592637768253,0.401119634635,0.417603096495
7.5R,5,6,0.415,0.322,15.8,118.png,0.628372639726,0.356559023163,0.374226517196
7.5R,5,8,0.456,0.32,14.7,119.png,0.666346830175,0.307588383805,0.332625919365
7.5R,5,10,0.487,0.318,13.7,120.png,0.685358974748,0.265230256005,0.298576867337
7.5R,5,12,0.522,0.314,12.8,121.png,0.708004367698,0.211207442554,0.263395315042
7.5R,5,14,0.552,0.31,12.1,122.png,0.725627872962,0.15362839782,0.232777642173
7.5R,5,16,0.584,0.304,11.5,123.png,0.747099115693,0.0440880867334,0.201673945591
7.5R,6,2,0.339,0.321,28.3,124.png,0.653063557555,0.540750734384,0.561786652896
7.5R,6,4,0.371,0.324,26.6,125.png,0.70371530194,0.500215512129,0.514153016727
7.5R,6,6,0.404,0.325,24.6,126.png,0.742255703377,0.453714534674,0.465713688519
7.5R,6,8,0.435,0.326,23.3,127.png,0.776144720092,0.414030486658,0.424036035858
7.5R,6,10,0.467,0.325,21.9,128.png,0.805529103637,0.368288213742,0.382604118093
7.5R,6,12,0.497,0.323,20.7,129.png,0.830291485204,0.321748044299,0.344853713656
7.5R,6,14,0.526,0.321,19.7,130.png,0.852382858149,0.273189549379,0.307567264465
7.5R,6,16,0.557,0.32,18.5,131.png,0.867002020177,0.215002311201,0.260922456906
7.5R,6,18,0.585,0.318,17.8,132.png,0.886236219449,0.146784386171,0.218945119625
7.5R,7,2,0.335,0.32,41.0,133.png,0.761286900176,0.643383681097,0.670776991819
7.5R,7,4,0.364,0.324,38.5,134.png,0.812358156776,0.599950998133,0.615902813984
7.5R,7,6,0.395,0.327,36.2,135.png,0.858153995621,0.554627771883,0.561837183697
7.5R,7,8,0.425,0.329,34.2,136.png,0.895456230581,0.510703759175,0.511810785142
7.5R,7,10,0.452,0.33,32.6,137.png,0.925340724254,0.470580032155,0.468459440963
7.5R,7,12,0.479,0.33,30.7,138.png,0.946953845521,0.425555487551,0.423594638621
7.5R,7,14,0.509,0.329,29.3,139.png,0.976169212583,0.37557768277,0.378009104411
7.5R,7,16,0.536,0.328,27.9,140.png,0.995997155525,0.325308825529,0.333180585023
7.5R,8,2,0.333,0.32,56.3,141.png,0.869676963687,0.744348050483,0.775470589153
7.5R,8,4,0.357,0.324,53.7,142.png,0.920383529927,0.70556441194,0.723548959392
7.5R,8,6,0.385,0.327,50.9,143.png,0.971358251201,0.659711611584,0.667722190987
7.5R,9,2,0.33,0.32,75.7,144.png,0.979188815128,0.853202611765,0.888176285187
10.0R,1,2,0.394,0.322,1.01,145.png,0.152053395661,0.0811411354207,0.0864255625659
10.0R,1,4,0.482,0.321,0.85,146.png,0.174444756352,0.0484108253125,0.0559309101104
10.0R,1,6,0.566,0.311,0.73,147.png,0.19107576578,0.0121552095318,0.0297484188141
10.0R,2,2,0.372,0.326,2.77,148.png,0.240239889673,0.161694492376,0.165021200064
10.0R,2,4,0.441,0.329,2.4,149.png,0.269402523768,0.126019818146,0.126457634359
10.0R,2,6,0.51,0.327,2.11,150.png,0.291213228641,0.0870627954313,0.0907433497331
10.0R,2,8,0.57,0.322,1.91,151.png,0.307508409679,0.0429911052235,0.0586372606664
10.0R,3,2,0.358,0.324,5.96,152.png,0.33649017755,0.248855295708,0.256070480427
10.0R,3,4,0.412,0.33,5.38,153.png,0.37185928593,0.213846260841,0.21277436219
10.0R,3,6,0.47,0.332,4.79,154.png,0.398573193094,0.173105727254,0.168793130674
10.0R,3,8,0.52,0.33,4.37,155.png,0.418317897602,0.133732386625,0.132941812988
10.0R,3,10,0.569,0.329,4.04,156.png,0.434155642117,0.0904489634232,0.0924401375961
10.0R,3,12,0.616,0.326,3.77,157.png,0.448651389018,0.0255127427411,0.043384080747
10.0R,4,2,0.35,0.323,11.1,158.png,0.440593696667,0.342958133436,0.353926615858
10.0R,4,4,0.394,0.329,10.2,159.png,0.480270748096,0.306586249275,0.307032378152
10.0R,4,6,0.441,0.333,9.4,160.png,0.513871269691,0.267943768737,0.260520658096
10.0R,4,8,0.486,0.334,8.6,161.png,0.53730921234,0.226572519755,0.216307892718
10.0R,4,10,0.529,0.334,7.9,162.png,0.554385900896,0.183876431625,0.172238949484
10.0R,4,12,0.574,0.333,7.4,163.png,0.574236475762,0.13373497495,0.122379080883
10.0R,4,14,0.617,0.332,6.9,164.png,0.587540019833,0.0668542927959,0.0536261031799
10.0R,5,2,0.343,0.324,18.6,165.png,0.543818135326,0.444287277211,0.455436228906
10.0R,5,4,0.381,0.33,17.3,166.png,0.588939376174,0.406229768494,0.404403217531
10.0R,5,6,0.422,0.335,16.1,167.png,0.627436044659,0.366115147337,0.352363248309
10.0R,5,8,0.459,0.338,15.0,168.png,0.653504450812,0.327762539069,0.305456521697
10.0R,5,10,0.496,0.339,14.0,169.png,0.67603366044,0.287013199851,0.259769226445
10.0R,5,12,0.534,0.34,13.2,170.png,0.697567961918,0.244663030362,0.210057962491
10.0R,5,14,0.567,0.341,12.4,171.png,0.708963678901,0.203538496438,0.158232627582
10.0R,5,16,0.603,0.341,11.8,172.png,0.725484142436,0.151597118805,0.0863492052307
10.0R,6,2,0.34,0.325,28.6,173.png,0.652240094896,0.545712831685,0.556322596394
10.0R,6,4,0.373,0.332,26.8,174.png,0.697918878199,0.50730466081,0.499744957154
10.0R,6,6,0.409,0.34,25.0,175.png,0.734197765174,0.467551403381,0.43768762617
10.0R,6,8,0.442,0.344,23.6,176.png,0.765300348441,0.430139677515,0.386984440485
10.0R,6,10,0.475,0.347,22.4,177.png,0.793002694713,0.392767354891,0.336865977811
10.0R,6,12,0.506,0.349,21.2,178.png,0.813093618973,0.355049497252,0.287014728201
10.0R,6,14,0.537,0.349,20.2,179.png,0.834413948122,0.31426620472,0.237058533044
10.0R,6,16,0.563,0.35,19.1,180.png,0.842483192514,0.277450420382,0.183985108483
10.0R,6,18,0.597,0.35,18.3,181.png,0.863130418427,0.22653667394,0.0955463094348
10.0R,7,2,0.336,0.324,41.0,182.png,0.756739414622,0.646054285205,0.661279622188
10.0R,7,4,0.365,0.331,39.1,183.png,0.807799678006,0.610203784069,0.604501798375
10.0R,7,6,0.398,0.338,36.8,184.png,0.851719588206,0.567915725169,0.539931117761
10.0R,7,8,0.428,0.344,34.7,185.png,0.881340527173,0.52927135495,0.480412678266
10.0R,7,10,0.457,0.349,33.1,186.png,0.908341532276,0.494050263168,0.425042068932
10.0R,7,12,0.485,0.352,31.6,187.png,0.932003771009,0.457714855816,0.372584213975
10.0R,7,14,0.516,0.355,29.9,188.png,0.952148130822,0.41590128756,0.309546690629
10.0R,7,16,0.543,0.357,28.7,189.png,0.970114617747,0.379174313984,0.249662797138
10.0R,8,2,0.333,0.323,56.9,190.png,0.867260024295,0.751016575827,0.771803506809
10.0R,8,4,0.358,0.33,54.2,191.png,0.914677780928,0.714043422652,0.711010266142
10.0R,8,6,0.388,0.338,51.8,192.png,0.964579924142,0.674814777581,0.643187003983
10.0R,8,8,0.414,0.344,49.2,193.png,0.995562994543,0.637081366179,0.582461076789
10.0R,9,2,0.33,0.323,75.7,194.png,0.971849320372,0.856670979458,0.879916386141
2.5YR,1,0,0.31,0.316,1.21,195.png,0.116215867179,0.110852802516,0.11955448237
2.5YR,1,2,0.398,0.334,1.02,196.png,0.150091448296,0.0838472456519,0.0804114698361
2.5YR,1,4,0.496,0.34,0.85,197.png,0.172119770447,0.0518028984235,0.0424477127349
2.5YR,1,6,0.597,0.34,0.72,198.png,0.187130908754,0.01695039552,0.00834039504
2.5YR,2,0,0.31,0.316,3.12,199.png,0.199066762199,0.191108525052,0.204020924251
2.5YR,2,2,0.373,0.333,2.79,200.png,0.237735227832,0.164406155784,0.160425846313
2.5YR,2,4,0.448,0.345,2.44,201.png,0.266816452102,0.131761917857,0.113583651708
2.5YR,2,6,0.527,0.351,2.14,202.png,0.288169528253,0.0953722035725,0.0637306914465
2.5YR,2,8,0.593,0.353,1.92,203.png,0.300613439965,0.059904132246,0.0127166882448
2.5YR,3,0,0.31,0.316,6.55,204.png,0.291059397378,0.280219637279,0.297807365193
2.5YR,3,2,0.359,0.33,6.07,205.png,0.335671647541,0.253416298335,0.252199685561
2.5YR,3,4,0.417,0.343,5.41,206.png,0.367316964042,0.218968173819,0.198498948575
2.5YR,3,6,0.481,0.352,4.89,207.png,0.395596198041,0.182624269004,0.144049528678
2.5YR,3,8,0.535,0.358,4.46,208.png,0.411103030818,0.150127313962,0.0911513398588
2.5YR,3,10,0.589,0.362,4.1,209.png,0.424098228475,0.114957182814,0.0157340009834
2.5YR,4,0,0.31,0.316,12.0,210.png,0.390357692401,0.376407571179,0.399041922326
2.5YR,4,2,0.35,0.329,11.2,211.png,0.435938026472,0.347807899648,0.347998690292
2.5YR,4,4,0.397,0.341,10.3,212.png,0.474053737444,0.313890524845,0.291949513322
2.5YR,4,6,0.448,0.351,9.4,213.png,0.503678994294,0.276889962096,0.233189744868
2.5YR,4,8,0.495,0.357,8.8,214.png,0.529073045237,0.243627908688,0.180695947207
2.5YR,4,10,0.54,0.363,8.2,215.png,0.545234703716,0.210694173777,0.11899314233
2.5YR,4,12,0.587,0.368,7.6,216.png,0.55770413244,0.173680248583,0.0138453388261
2.5YR,5,0,0.31,0.316,19.7,217.png,0.492533925007,0.475383295843,0.50321053524
2.5YR,5,2,0.343,0.328,18.8,218.png,0.541103921054,0.44919498668,0.451569226533
2.5YR,5,4,0.383,0.341,17.7,219.png,0.584468853794,0.417336283817,0.390624488953
2.5YR,5,6,0.427,0.351,16.3,220.png,0.618545381414,0.377906778315,0.325971536408
2.5YR,5,8,0.466,0.359,15.3,221.png,0.643115803647,0.345234761456,0.268693542871
2.5YR,5,10,0.504,0.365,14.4,222.png,0.66310286522,0.312546369172,0.210063517866
2.5YR,5,12,0.543,0.371,13.5,223.png,0.677913522293,0.278605601283,0.13598987151
2.5YR,5,14,0.58,0.376,12.9,224.png,0.693664662006,0.247305085818,0.00935291170213
2.5YR,6,0,0.31,0.316,30.0,225.png,0.597405021307,0.576969471885,0.610126560208
2.5YR,6,2,0.339,0.328,28.9,226.png,0.647941720144,0.551535364628,0.5543228453
2.5YR,6,4,0.373,0.34,27.3,227.png,0.69151145515,0.51840545289,0.489631499536
2.5YR,6,6,0.412,0.353,25.7,228.png,0.72984164244,0.482901310601,0.417035885164
2.5YR,6,8,0.446,0.362,24.2,229.png,0.754908366135,0.449683274833,0.354048332034
2.5YR,6,10,0.48,0.37,22.9,230.png,0.776287555139,0.417640904911,0.289107434186
2.5YR,6,12,0.511,0.376,21.9,231.png,0.794792169003,0.388805749867,0.225097010546
2.5YR,6,14,0.543,0.382,21.0,232.png,0.811773212725,0.359781746862,0.139898488477
2.5YR,7,0,0.31,0.316,43.0,233.png,0.702987357365,0.679244609231,0.717767693719
2.5YR,7,2,0.336,0.327,41.4,234.png,0.754398349031,0.651594734666,0.657794183614
2.5YR,7,4,0.365,0.338,39.5,235.png,0.798943103051,0.619725542698,0.592661767504
2.5YR,7,6,0.4,0.351,37.5,236.png,0.841062687176,0.584190899764,0.5153163061
2.5YR,7,8,0.429,0.36,35.9,237.png,0.870127568284,0.554161781758,0.452892842553
2.5YR,7,10,0.461,0.369,34.2,238.png,0.896408160263,0.521088540287,0.381957984907
2.5YR,7,12,0.488,0.377,32.6,239.png,0.910399926744,0.492863449229,0.314054936067
2.5YR,7,14,0.519,0.385,31.4,240.png,0.930919163675,0.463889097195,0.227363985519
2.5YR,7,16,0.549,0.392,30.1,241.png,0.945656139127,0.434124999613,0.0996100111306
2.5YR,8,0,0.31,0.316,59.1,242.png,0.810389369268,0.783282423969,0.82726398575
2.5YR,8,2,0.333,0.326,57.4,243.png,0.864150956152,0.757027276733,0.767498243679
2.5YR,8,4,0.358,0.336,54.7,244.png,0.906051558098,0.723405915292,0.699608222627
2.5YR,8,6,0.389,0.348,52.3,245.png,0.951634064848,0.687943267391,0.621037904537
2.5YR,8,8,0.416,0.358,50.5,246.png,0.985080678522,0.65910525175,0.553207803148
2.5YR,9,0,0.31,0.316,78.6,247.png,0.919562058958,0.889035452832,0.938565482813
2.5YR,9,2,0.33,0.325,76.4,248.png,0.97091848669,0.8624495305,0.878009931399
5.0YR,1,2,0.4,0.344,1.04,249.png,0.148846167489,0.0869282071927,0.0763198889457
5.0YR,1,4,0.513,0.369,0.87,250.png,0.169692380742,0.0582156451204,0.023767536413
5.0YR,2,2,0.374,0.34,2.84,251.png,0.236581420209,0.168001616923,0.156773547675
5.0YR,2,4,0.455,0.364,2.48,252.png,0.262883940697,0.138149623786,0.0979149559629
5.0YR,2,6,0.547,0.389,2.17,253.png,0.280048531318,0.107871403742,0.0135208241738
5.0YR,3,2,0.359,0.336,6.07,254.png,0.330732818126,0.255996014195,0.246459032062
5.0YR,3,4,0.421,0.358,5.55,255.png,0.364137440045,0.227396357501,0.184668978018
5.0YR,3,6,0.492,0.378,4.97,256.png,0.388143199085,0.193978507044,0.109323932969
5.0YR,3,8,0.549,0.392,4.58,257.png,0.401642266299,0.168208692371,0.0195851030224
5.0YR,4,2,0.35,0.334,11.3,258.png,0.432403295659,0.351991872723,0.343316425002
5.0YR,4,4,0.398,0.353,10.6,259.png,0.469710916595,0.324832184993,0.280746922053
5.0YR,4,6,0.454,0.372,9.7,260.png,0.497677143548,0.291572777822,0.205246270763
5.0YR,4,8,0.502,0.384,9.0,261.png,0.516473587503,0.262285139057,0.135469334284
5.0YR,4,10,0.547,0.397,8.4,262.png,0.527141121594,0.237250057025,0.0237063970579
5.0YR,5,2,0.342,0.332,18.8,263.png,0.533677199092,0.452490481194,0.446175512712
5.0YR,5,4,0.383,0.35,17.8,264.png,0.574769235758,0.424648072643,0.378149381914
5.0YR,5,6,0.43,0.37,16.6,265.png,0.605715443046,0.393251149446,0.296925564642
5.0YR,5,8,0.47,0.384,15.7,266.png,0.627517821653,0.366824652645,0.225941046639
5.0YR,5,10,0.509,0.396,14.9,267.png,0.645115190393,0.341364628643,0.143072501494
5.0YR,6,2,0.338,0.332,29.2,268.png,0.641993477625,0.558038357332,0.550480037736
5.0YR,6,4,0.372,0.349,27.6,269.png,0.679297199855,0.528965769506,0.476924224791
5.0YR,6,6,0.412,0.369,26.1,270.png,0.712444187626,0.499588663943,0.391105397656
5.0YR,6,8,0.447,0.383,24.8,271.png,0.736575892784,0.472340398412,0.316891108092
5.0YR,6,10,0.48,0.396,23.9,272.png,0.757376568837,0.450110543777,0.238740201541
5.0YR,6,12,0.513,0.407,22.8,273.png,0.772622644406,0.425040716935,0.137530859806
5.0YR,7,2,0.335,0.33,41.8,274.png,0.749004706923,0.658052126515,0.655249559796
5.0YR,7,4,0.364,0.346,39.9,275.png,0.78588545084,0.63074608102,0.57979298365
5.0YR,7,6,0.399,0.364,38.1,276.png,0.823271953385,0.60152399244,0.4931403941
5.0YR,7,8,0.428,0.378,36.8,277.png,0.849102636312,0.578847880436,0.420605504506
5.0YR,7,10,0.46,0.392,35.3,278.png,0.87207830464,0.552922853756,0.335270502156
5.0YR,7,12,0.488,0.404,33.9,279.png,0.886355602744,0.530040255766,0.246386979858
5.0YR,7,14,0.517,0.416,32.6,280.png,0.899093607109,0.507597583662,0.109496838331
5.0YR,8,2,0.332,0.329,57.4,281.png,0.854207131657,0.761133828555,0.761317817193
5.0YR,8,4,0.358,0.343,55.3,282.png,0.896240878514,0.734097382248,0.686408033326
5.0YR,8,6,0.388,0.36,53.2,283.png,0.933153356331,0.706870216912,0.598703788086
5.0YR,8,8,0.415,0.373,51.4,284.png,0.962794796085,0.681572799925,0.522835006036
5.0YR,8,10,0.44,0.386,49.6,285.png,0.981426683115,0.65904991031,0.44502492815
5.0YR,9,2,0.329,0.329,77.1,286.png,0.961068063298,0.871653855416,0.871827020288
7.5YR,1,2,0.401,0.359,1.07,287.png,0.146069033697,0.0917357850192,0.0705451322499
7.5YR,1,4,0.526,0.402,0.89,288.png,0.165134066599,0.065503767422,0.00669167231244
7.5YR,2,2,0.373,0.349,2.87,289.png,0.231780490969,0.17208782116,0.151781793366
7.5YR,2,4,0.459,0.387,2.56,290.png,0.257576277286,0.147442593172,0.0803289276279
7.5YR,3,2,0.357,0.343,6.18,291.png,0.325477990362,0.262076836982,0.242975261157
7.5YR,3,4,0.421,0.375,5.65,292.png,0.354821885302,0.236931402093,0.169923599171
7.5YR,3,6,0.5,0.408,5.12,293.png,0.379377205617,0.208227399935,0.0634217653583
7.5YR,4,2,0.349,0.339,11.4,294.png,0.427248162466,0.356642956795,0.339220261797
7.5YR,4,4,0.397,0.365,10.7,295.png,0.458808631667,0.33333860518,0.268043790532
7.5YR,4,6,0.458,0.394,9.9,296.png,0.487002591254,0.305012297028,0.173804049073
7.5YR,4,8,0.506,0.416,9.4,297.png,0.50343506061,0.285526424989,0.0686055106569
7.5YR,5,2,0.341,0.337,19.2,298.png,0.530101279708,0.460794025614,0.443679861559
7.5YR,5,4,0.381,0.361,18.1,299.png,0.562310124625,0.43637269951,0.366275803966
